SALE_ID,SALE_DATE,CUSTOMER_ID,PRODUCT_ID,QUANTITY,SALE_CATEGORY,BRANCH
622,2020/12/04,21694.0,15980,1,Loja                ,101
622,2020/12/04,21694.0,28038,1,Loja                ,101
623,2021/03/13,41070.0,13032,1,E-COMMERCE          ,101
624,2020/12/05,31196.0,4016,1,Loja                ,101
624,2020/12/05,31196.0,3317,1,Loja                ,101
624,2020/12/05,31196.0,421,1,Loja                ,101
625,2021/03/13,76125.0,25960,1,E-COMMERCE          ,101
625,2021/03/13,76125.0,14619,2,E-COMMERCE          ,101
626,2020/12/05,45396.0,3431,1,Loja                ,101
627,2021/03/13,76124.0,11361,1,E-COMMERCE          ,101
627,2021/03/13,76124.0,22040,2,E-COMMERCE          ,101
627,2021/03/13,76124.0,11882,2,E-COMMERCE          ,101
628,2020/12/05,11788.0,12723,2,Loja                ,101
629,2021/03/13,76042.0,23477,1,E-COMMERCE          ,101
629,2021/03/13,76042.0,26615,1,E-COMMERCE          ,101
629,2021/03/13,76042.0,22230,1,E-COMMERCE          ,101
629,2021/03/13,76042.0,23778,1,E-COMMERCE          ,101
629,2021/03/13,76042.0,933,1,E-COMMERCE          ,101
630,2020/12/05,59610.0,5965,1,Loja                ,101
631,2021/03/13,76113.0,26169,1,E-COMMERCE          ,101
632,2020/12/05,59644.0,291,2,Loja                ,101
633,2021/03/14,30312.0,3477,1,E-COMMERCE          ,101
634,2020/12/05,41584.0,31820,2,Loja                ,101
635,2021/03/14,11788.0,351,1,E-COMMERCE          ,101
636,2020/12/07,56071.0,17151,1,Loja                ,101
636,2020/12/07,56071.0,6109,1,Loja                ,101
636,2020/12/07,56071.0,28201,1,Loja                ,101
636,2020/12/07,56071.0,10392,1,Loja                ,101
637,2021/03/14,75129.0,42,1,E-COMMERCE          ,101
638,2020/12/07,39240.0,17769,1,Loja                ,101
639,2021/03/14,30285.0,3472,1,E-COMMERCE          ,101
640,2020/12/07,32978.0,3330,1,Loja                ,101
641,2021/03/15,50202.0,12988,1,E-COMMERCE          ,101
641,2021/03/15,50202.0,13085,1,E-COMMERCE          ,101
642,2020/12/07,13237.0,14333,1,Loja                ,101
643,2021/03/15,45921.0,34827,1,E-COMMERCE          ,101
644,2020/12/07,36588.0,3969,1,Loja                ,101
644,2020/12/07,36588.0,8808,1,Loja                ,101
644,2020/12/07,36588.0,8813,1,Loja                ,101
644,2020/12/07,36588.0,26534,1,Loja                ,101
645,2021/03/15,76125.0,5821,1,E-COMMERCE          ,101
645,2021/03/15,76125.0,60,2,E-COMMERCE          ,101
646,2020/12/07,34169.0,40,1,Loja                ,101
646,2020/12/07,34169.0,9141,1,Loja                ,101
647,2021/03/15,64575.0,19754,1,E-COMMERCE          ,101
648,2020/12/07,34254.0,28338,2,Loja                ,101
649,2021/03/15,13074.0,24108,1,E-COMMERCE          ,101
649,2021/03/15,13074.0,32364,20,E-COMMERCE          ,101
650,2020/12/07,59713.0,55,1,Loja                ,101
650,2020/12/07,59713.0,9544,1,Loja                ,101
650,2020/12/07,59713.0,4364,1,Loja                ,101
650,2020/12/07,59713.0,19135,1,Loja                ,101
651,2021/03/15,21239.0,18263,1,E-COMMERCE          ,101
651,2021/03/15,21239.0,32209,1,E-COMMERCE          ,101
652,2020/12/07,59175.0,32501,1,Loja                ,101
653,2021/03/15,32871.0,3342,1,E-COMMERCE          ,101
653,2021/03/15,32871.0,3438,2,E-COMMERCE          ,101
653,2021/03/15,32871.0,3445,1,E-COMMERCE          ,101
653,2021/03/15,32871.0,35837,1,E-COMMERCE          ,101
654,2020/12/07,59181.0,17732,1,Loja                ,101
654,2020/12/07,59181.0,3473,1,Loja                ,101
655,2021/03/15,59292.0,26096,2,E-COMMERCE          ,101
656,2020/12/07,59195.0,12988,1,Loja                ,101
656,2020/12/07,59195.0,12993,1,Loja                ,101
657,2021/03/15,21813.0,12978,1,E-COMMERCE          ,101
658,2020/12/08,57437.0,12989,1,Loja                ,101
659,2021/03/15,74679.0,27532,1,E-COMMERCE          ,101
660,2020/12/08,737.0,14479,1,Loja                ,101
661,2021/03/15,74703.0,3296,1,E-COMMERCE          ,101
662,2020/12/08,737.0,14479,1,Loja                ,101
663,2021/03/15,40630.0,27292,1,E-COMMERCE          ,101
664,2020/12/08,1763.0,41,1,Loja                ,101
665,2021/03/15,76153.0,22494,2,E-COMMERCE          ,101
665,2021/03/15,76153.0,22496,1,E-COMMERCE          ,101
666,2020/12/08,36814.0,13070,1,Loja                ,101
667,2021/03/15,75161.0,17713,2,E-COMMERCE          ,101
668,2020/12/08,49016.0,31,1,Loja                ,101
668,2020/12/08,49016.0,26709,2,Loja                ,101
669,2021/03/15,43692.0,330,1,E-COMMERCE          ,101
670,2020/12/08,39751.0,3474,1,Loja                ,101
671,2021/03/15,74670.0,35837,1,E-COMMERCE          ,101
672,2021/03/15,2673.0,12717,1,E-COMMERCE          ,101
672,2021/03/15,2673.0,21584,1,E-COMMERCE          ,101
673,2020/12/09,59718.0,18690,1,Loja                ,101
674,2021/03/15,76166.0,8783,1,E-COMMERCE          ,101
674,2021/03/15,76166.0,23656,1,E-COMMERCE          ,101
675,2021/03/15,74665.0,13110,1,E-COMMERCE          ,101
676,2020/12/09,35474.0,8227,1,Loja                ,101
677,2021/03/15,76164.0,12997,1,E-COMMERCE          ,101
677,2021/03/15,76164.0,13035,1,E-COMMERCE          ,101
678,2020/12/09,36477.0,17164,1,Loja                ,101
679,2021/03/15,76199.0,26170,1,E-COMMERCE          ,101
680,2020/12/09,40405.0,8747,1,Loja                ,101
681,2021/03/15,76174.0,13087,1,E-COMMERCE          ,101
682,2020/12/09,33818.0,17693,1,Loja                ,101
682,2020/12/09,33818.0,3472,1,Loja                ,101
682,2020/12/09,33818.0,3477,1,Loja                ,101
682,2020/12/09,33818.0,4317,1,Loja                ,101
683,2021/03/15,12340.0,17687,1,E-COMMERCE          ,101
683,2021/03/15,12340.0,4950,1,E-COMMERCE          ,101
684,2020/12/09,57437.0,26171,1,Loja                ,101
684,2020/12/09,57437.0,36544,1,Loja                ,101
684,2020/12/09,57437.0,940,1,Loja                ,101
684,2020/12/09,57437.0,22036,1,Loja                ,101
684,2020/12/09,57437.0,21096,1,Loja                ,101
685,2021/03/15,48023.0,13018,1,E-COMMERCE          ,101
685,2021/03/15,48023.0,329,1,E-COMMERCE          ,101
686,2020/12/09,59278.0,12996,1,Loja                ,101
687,2021/03/15,76163.0,35142,1,E-COMMERCE          ,101
688,2020/12/10,60278.0,23477,1,Loja                ,101
688,2020/12/10,60278.0,31820,1,Loja                ,101
688,2020/12/10,60278.0,26583,1,Loja                ,101
688,2020/12/10,60278.0,32532,2,Loja                ,101
689,2021/03/15,58953.0,13018,1,E-COMMERCE          ,101
690,2020/12/10,59811.0,5571,1,Loja                ,101
691,2021/03/15,74692.0,18207,1,E-COMMERCE          ,101
692,2020/12/10,59817.0,26134,1,Loja                ,101
692,2020/12/10,59817.0,4827,1,Loja                ,101
693,2021/03/15,43078.0,4911,1,E-COMMERCE          ,101
694,2020/12/10,59822.0,8826,1,Loja                ,101
695,2021/03/15,53062.0,13073,1,E-COMMERCE          ,101
696,2020/12/11,59326.0,3402,1,Loja                ,101
697,2021/03/15,68653.0,13098,1,E-COMMERCE          ,101
697,2021/03/15,68653.0,17079,1,E-COMMERCE          ,101
697,2021/03/15,68653.0,23127,1,E-COMMERCE          ,101
697,2021/03/15,68653.0,21315,1,E-COMMERCE          ,101
698,2020/12/11,60814.0,16785,1,Loja                ,101
699,2021/03/15,9635.0,436,2,E-COMMERCE          ,101
700,2020/12/11,60821.0,17060,1,Loja                ,101
700,2020/12/11,60821.0,17164,4,Loja                ,101
700,2020/12/11,60821.0,13085,1,Loja                ,101
701,2021/03/16,75193.0,2262,1,E-COMMERCE          ,101
702,2020/12/11,60831.0,26709,2,Loja                ,101
702,2020/12/11,60831.0,26583,1,Loja                ,101
703,2021/03/16,42959.0,13110,1,E-COMMERCE          ,101
704,2020/12/11,37345.0,17060,1,Loja                ,101
704,2020/12/11,37345.0,15558,1,Loja                ,101
705,2021/03/16,16484.0,19530,1,E-COMMERCE          ,101
706,2020/12/11,60356.0,5170,1,Loja                ,101
706,2020/12/11,60356.0,12721,1,Loja                ,101
706,2020/12/11,60356.0,2205,1,Loja                ,101
706,2020/12/11,60356.0,15861,1,Loja                ,101
707,2021/03/16,37268.0,3969,1,E-COMMERCE          ,101
707,2021/03/16,37268.0,12723,1,E-COMMERCE          ,101
708,2020/12/11,11229.0,26134,1,Loja                ,101
708,2020/12/11,11229.0,36546,1,Loja                ,101
708,2020/12/11,11229.0,13114,1,Loja                ,101
708,2020/12/11,11229.0,8563,1,Loja                ,101
708,2020/12/11,11229.0,10021,1,Loja                ,101
708,2020/12/11,11229.0,31670,1,Loja                ,101
708,2020/12/11,11229.0,16857,1,Loja                ,101
709,2021/03/16,75208.0,3360,1,E-COMMERCE          ,101
710,2020/12/12,59364.0,3973,1,Loja                ,101
711,2021/03/16,33532.0,17691,1,E-COMMERCE          ,101
711,2021/03/16,33532.0,8745,1,E-COMMERCE          ,101
712,2020/12/13,61404.0,13008,1,Loja                ,101
713,2021/03/16,42361.0,12994,1,E-COMMERCE          ,101
714,2020/12/13,60901.0,15558,1,Loja                ,101
715,2021/03/16,22189.0,3472,1,E-COMMERCE          ,101
715,2021/03/16,22189.0,37213,1,E-COMMERCE          ,101
716,2020/12/14,33362.0,28396,5,Loja                ,101
716,2020/12/14,33362.0,299,2,Loja                ,101
717,2021/03/16,48503.0,12723,1,E-COMMERCE          ,101
717,2021/03/16,48503.0,15372,1,E-COMMERCE          ,101
718,2020/12/14,32829.0,12964,1,Loja                ,101
719,2021/03/16,13074.0,12973,1,E-COMMERCE          ,101
720,2020/12/14,61451.0,3375,1,Loja                ,101
721,2021/03/16,76165.0,19452,1,E-COMMERCE          ,101
721,2021/03/16,76165.0,12579,1,E-COMMERCE          ,101
722,2020/12/14,32322.0,42,1,Loja                ,101
723,2021/03/16,75730.0,8207,1,E-COMMERCE          ,101
723,2021/03/16,75730.0,18073,1,E-COMMERCE          ,101
724,2020/12/14,53994.0,28338,1,Loja                ,101
725,2021/03/16,34254.0,3281,1,E-COMMERCE          ,101
726,2020/12/14,60936.0,18997,1,Loja                ,101
726,2020/12/14,60936.0,20996,1,Loja                ,101
727,2021/03/16,42555.0,3425,1,E-COMMERCE          ,101
727,2021/03/16,42555.0,13482,1,E-COMMERCE          ,101
728,2020/12/14,51977.0,26862,1,Loja                ,101
728,2020/12/14,51977.0,3476,1,Loja                ,101
728,2020/12/14,51977.0,4226,1,Loja                ,101
728,2020/12/14,51977.0,285,1,Loja                ,101
728,2020/12/14,51977.0,12975,1,Loja                ,101
728,2020/12/14,51977.0,11876,1,Loja                ,101
729,2021/03/16,22183.0,3351,1,E-COMMERCE          ,101
729,2021/03/16,22183.0,37211,1,E-COMMERCE          ,101
730,2020/12/14,21421.0,17680,1,Loja                ,101
730,2020/12/14,21421.0,9535,1,Loja                ,101
730,2020/12/14,21421.0,9141,1,Loja                ,101
731,2021/03/16,74731.0,4802,1,E-COMMERCE          ,101
732,2020/12/14,60963.0,11385,1,Loja                ,101
732,2020/12/14,60963.0,11398,1,Loja                ,101
732,2020/12/14,60963.0,17079,1,Loja                ,101
732,2020/12/14,60963.0,14063,1,Loja                ,101
732,2020/12/14,60963.0,20996,1,Loja                ,101
732,2020/12/14,60963.0,9280,1,Loja                ,101
733,2021/03/16,30253.0,13134,1,E-COMMERCE          ,101
733,2021/03/16,30253.0,13204,1,E-COMMERCE          ,101
733,2021/03/16,30253.0,25689,1,E-COMMERCE          ,101
734,2020/12/16,61525.0,13081,1,Loja                ,101
735,2021/03/16,74727.0,5571,1,E-COMMERCE          ,101
736,2020/12/16,61536.0,13014,1,Loja                ,101
737,2021/03/16,66781.0,13031,1,E-COMMERCE          ,101
738,2020/12/16,3891.0,12994,1,Loja                ,101
739,2021/03/16,64235.0,12993,2,E-COMMERCE          ,101
740,2020/12/16,48811.0,3476,1,Loja                ,101
740,2020/12/16,48811.0,13002,1,Loja                ,101
741,2021/03/16,74743.0,23656,10,E-COMMERCE          ,101
741,2021/03/16,74743.0,30270,1,E-COMMERCE          ,101
742,2020/12/16,44515.0,15128,1,Loja                ,101
743,2021/03/16,26122.0,4227,1,E-COMMERCE          ,101
744,2020/12/16,62557.0,5571,1,Loja                ,101
744,2020/12/16,62557.0,13121,1,Loja                ,101
745,2021/03/16,48474.0,3472,1,E-COMMERCE          ,101
746,2020/12/16,45694.0,13010,1,Loja                ,101
747,2021/03/16,76212.0,4804,1,E-COMMERCE          ,101
748,2020/12/17,58940.0,13002,1,Loja                ,101
749,2021/03/17,42330.0,3399,1,E-COMMERCE          ,101
750,2020/12/17,27333.0,3402,1,Loja                ,101
751,2021/03/17,76248.0,3330,1,E-COMMERCE          ,101
752,2020/12/17,61573.0,34640,3,Loja                ,101
752,2020/12/17,61573.0,34639,2,Loja                ,101
752,2020/12/17,61573.0,3378,1,Loja                ,101
753,2021/03/17,73354.0,3324,1,E-COMMERCE          ,101
754,2020/12/17,61576.0,3968,1,Loja                ,101
755,2021/03/17,50815.0,3876,1,E-COMMERCE          ,101
755,2021/03/17,50815.0,2205,1,E-COMMERCE          ,101
756,2020/12/17,42966.0,12723,1,Loja                ,101
756,2020/12/17,42966.0,35385,1,Loja                ,101
756,2020/12/17,42966.0,18986,1,Loja                ,101
756,2020/12/17,42966.0,4844,2,Loja                ,101
757,2021/03/17,49082.0,50,1,E-COMMERCE          ,101
758,2020/12/17,61598.0,7889,1,Loja                ,101
759,2021/03/17,9079.0,13088,1,E-COMMERCE          ,101
759,2021/03/17,9079.0,17488,1,E-COMMERCE          ,101
760,2020/12/17,16348.0,13048,1,Loja                ,101
761,2021/03/17,76262.0,3473,2,E-COMMERCE          ,101
762,2020/12/17,46036.0,17153,1,Loja                ,101
762,2020/12/17,46036.0,7889,1,Loja                ,101
762,2020/12/17,46036.0,18119,1,Loja                ,101
762,2020/12/17,46036.0,4844,1,Loja                ,101
763,2021/03/17,39975.0,8784,1,E-COMMERCE          ,101
763,2021/03/17,39975.0,7193,5,E-COMMERCE          ,101
763,2021/03/17,39975.0,30270,1,E-COMMERCE          ,101
763,2021/03/17,39975.0,6276,1,E-COMMERCE          ,101
763,2021/03/17,39975.0,6515,1,E-COMMERCE          ,101
764,2021/03/17,39056.0,22072,1,E-COMMERCE          ,101
765,2020/12/18,43692.0,3244,1,Loja                ,101
766,2021/03/17,28821.0,13022,1,E-COMMERCE          ,101
766,2021/03/17,28821.0,23730,1,E-COMMERCE          ,101
767,2020/12/18,32871.0,3438,2,Loja                ,101
768,2021/03/17,73404.0,5571,1,E-COMMERCE          ,101
768,2021/03/17,73404.0,21712,3,E-COMMERCE          ,101
769,2020/12/18,62598.0,13035,1,Loja                ,101
770,2021/03/17,7607.0,4805,1,E-COMMERCE          ,101
771,2020/12/18,34938.0,3310,1,Loja                ,101
772,2021/03/17,75254.0,3319,1,E-COMMERCE          ,101
773,2020/12/18,62639.0,12723,1,Loja                ,101
773,2020/12/18,62639.0,21573,1,Loja                ,101
774,2021/03/17,75751.0,5259,1,E-COMMERCE          ,101
774,2021/03/17,75751.0,17480,1,E-COMMERCE          ,101
775,2020/12/18,26228.0,26106,2,Loja                ,101
775,2020/12/18,26228.0,18974,1,Loja                ,101
775,2020/12/18,26228.0,18982,1,Loja                ,101
775,2020/12/18,26228.0,4001,1,Loja                ,101
776,2021/03/17,55989.0,13007,2,E-COMMERCE          ,101
777,2020/12/18,62126.0,13132,1,Loja                ,101
778,2021/03/18,10210.0,40,1,E-COMMERCE          ,101
779,2020/12/18,1444.0,17691,1,Loja                ,101
779,2020/12/18,1444.0,4030,1,Loja                ,101
779,2020/12/18,1444.0,12716,1,Loja                ,101
779,2020/12/18,1444.0,13135,1,Loja                ,101
780,2021/03/18,74781.0,25687,1,E-COMMERCE          ,101
781,2020/12/19,61657.0,9292,2,Loja                ,101
781,2020/12/19,61657.0,1082,1,Loja                ,101
782,2021/03/18,64079.0,13018,1,E-COMMERCE          ,101
782,2021/03/18,64079.0,15154,1,E-COMMERCE          ,101
783,2020/12/19,61114.0,17517,1,Loja                ,101
783,2020/12/19,61114.0,7929,1,Loja                ,101
784,2021/03/18,75294.0,13115,1,E-COMMERCE          ,101
784,2021/03/18,75294.0,23127,1,E-COMMERCE          ,101
785,2020/12/19,61114.0,17517,1,Loja                ,101
785,2020/12/19,61114.0,7929,1,Loja                ,101
786,2021/03/18,50149.0,13109,1,E-COMMERCE          ,101
787,2020/12/19,11619.0,15558,1,Loja                ,101
788,2021/03/18,63831.0,11399,1,E-COMMERCE          ,101
788,2021/03/18,63831.0,4238,1,E-COMMERCE          ,101
789,2020/12/19,35009.0,3431,1,Loja                ,101
790,2021/03/18,74803.0,60,1,E-COMMERCE          ,101
791,2020/12/19,8982.0,20074,1,Loja                ,101
792,2021/03/18,74802.0,12973,1,E-COMMERCE          ,101
792,2021/03/18,74802.0,12997,1,E-COMMERCE          ,101
793,2020/12/19,55970.0,25696,1,Loja                ,101
794,2021/03/18,74800.0,52,1,E-COMMERCE          ,101
794,2021/03/18,74800.0,8827,1,E-COMMERCE          ,101
795,2020/12/20,61210.0,51,1,Loja                ,101
795,2020/12/20,61210.0,16244,1,Loja                ,101
796,2021/03/18,3882.0,3362,1,E-COMMERCE          ,101
797,2021/03/18,57674.0,5571,1,E-COMMERCE          ,101
797,2021/03/18,57674.0,17726,1,E-COMMERCE          ,101
798,2020/12/20,62234.0,13011,1,Loja                ,101
799,2021/03/18,27044.0,5571,1,E-COMMERCE          ,101
799,2021/03/18,27044.0,3297,1,E-COMMERCE          ,101
800,2020/12/20,62242.0,13081,1,Loja                ,101
801,2021/03/18,13879.0,3419,1,E-COMMERCE          ,101
802,2020/12/21,61744.0,13480,1,Loja                ,101
802,2020/12/21,61744.0,18986,1,Loja                ,101
802,2020/12/21,61744.0,35650,3,Loja                ,101
803,2021/03/18,26748.0,5944,1,E-COMMERCE          ,101
803,2021/03/18,26748.0,18263,1,E-COMMERCE          ,101
803,2021/03/18,26748.0,8806,1,E-COMMERCE          ,101
804,2020/12/21,61753.0,34506,1,Loja                ,101
805,2021/03/18,11848.0,3434,1,E-COMMERCE          ,101
806,2020/12/21,13268.0,12984,1,Loja                ,101
807,2021/03/18,48811.0,13097,1,E-COMMERCE          ,101
808,2020/12/21,61244.0,17514,1,Loja                ,101
809,2021/03/18,36482.0,3399,1,E-COMMERCE          ,101
810,2020/12/21,23868.0,13002,1,Loja                ,101
811,2021/03/18,64307.0,18263,1,E-COMMERCE          ,101
812,2020/12/21,61252.0,13085,1,Loja                ,101
813,2021/03/19,75802.0,13993,1,E-COMMERCE          ,101
814,2020/12/21,61289.0,3472,1,Loja                ,101
815,2021/03/19,46739.0,15790,1,E-COMMERCE          ,101
816,2020/12/22,61792.0,26291,1,Loja                ,101
817,2021/03/19,65044.0,5632,1,E-COMMERCE          ,101
817,2021/03/19,65044.0,22230,1,E-COMMERCE          ,101
817,2021/03/19,65044.0,27689,1,E-COMMERCE          ,101
818,2020/12/22,50748.0,6023,1,Loja                ,101
818,2020/12/22,50748.0,13083,1,Loja                ,101
819,2021/03/19,64884.0,35061,1,E-COMMERCE          ,101
820,2020/12/22,33818.0,3436,1,Loja                ,101
821,2021/03/19,34819.0,285,1,E-COMMERCE          ,101
821,2021/03/19,34819.0,291,2,E-COMMERCE          ,101
821,2021/03/19,34819.0,12723,1,E-COMMERCE          ,101
821,2021/03/19,34819.0,15372,1,E-COMMERCE          ,101
822,2020/12/22,61323.0,3969,1,Loja                ,101
822,2020/12/22,61323.0,3982,1,Loja                ,101
822,2020/12/22,61323.0,3987,1,Loja                ,101
822,2020/12/22,61323.0,18420,1,Loja                ,101
823,2021/03/19,76293.0,26169,1,E-COMMERCE          ,101
824,2020/12/22,56071.0,34639,2,Loja                ,101
824,2020/12/22,56071.0,10392,1,Loja                ,101
824,2020/12/22,56071.0,3403,3,Loja                ,101
825,2021/03/19,75832.0,3655,1,E-COMMERCE          ,101
826,2020/12/22,47666.0,13083,3,Loja                ,101
827,2021/03/19,36572.0,27292,1,E-COMMERCE          ,101
828,2020/12/22,25434.0,21567,1,Loja                ,101
829,2021/03/19,35463.0,3307,1,E-COMMERCE          ,101
830,2020/12/23,26207.0,34641,1,Loja                ,101
830,2020/12/23,26207.0,20373,1,Loja                ,101
831,2021/03/19,48246.0,11668,1,E-COMMERCE          ,101
832,2020/12/23,29625.0,60,1,Loja                ,101
833,2021/03/19,75831.0,3473,1,E-COMMERCE          ,101
834,2020/12/23,13743.0,12960,1,Loja                ,101
835,2021/03/19,73906.0,13122,1,E-COMMERCE          ,101
835,2021/03/19,73906.0,1135,1,E-COMMERCE          ,101
836,2021/03/19,75821.0,36554,1,E-COMMERCE          ,101
837,2020/12/23,37263.0,4648,1,Loja                ,101
837,2020/12/23,37263.0,22214,1,Loja                ,101
838,2021/03/19,74419.0,3310,1,E-COMMERCE          ,101
839,2020/12/23,48683.0,12972,1,Loja                ,101
840,2021/03/19,34741.0,5946,1,E-COMMERCE          ,101
841,2020/12/23,63368.0,4226,2,Loja                ,101
842,2021/03/19,75318.0,13137,1,E-COMMERCE          ,101
843,2020/12/23,3156.0,23246,1,Loja                ,101
844,2021/03/19,24678.0,12988,1,E-COMMERCE          ,101
844,2021/03/19,24678.0,263,1,E-COMMERCE          ,101
845,2020/12/24,63903.0,17079,1,Loja                ,101
845,2020/12/24,63903.0,3545,1,Loja                ,101
845,2020/12/24,63903.0,5170,1,Loja                ,101
845,2020/12/24,63903.0,22889,1,Loja                ,101
845,2020/12/24,63903.0,3996,1,Loja                ,101
845,2020/12/24,63903.0,22769,1,Loja                ,101
845,2020/12/24,63903.0,8560,1,Loja                ,101
845,2020/12/24,63903.0,34575,1,Loja                ,101
846,2021/03/19,38272.0,42,1,E-COMMERCE          ,101
847,2020/12/24,63396.0,8718,1,Loja                ,101
848,2021/03/19,10484.0,28397,1,E-COMMERCE          ,101
849,2020/12/24,6398.0,17802,1,Loja                ,101
850,2021/03/19,75356.0,35837,1,E-COMMERCE          ,101
851,2020/12/24,35752.0,15558,1,Loja                ,101
852,2021/03/19,26844.0,24472,1,E-COMMERCE          ,101
853,2020/12/24,63411.0,13867,1,Loja                ,101
854,2021/03/19,20212.0,34403,2,E-COMMERCE          ,101
855,2020/12/24,63411.0,13867,1,Loja                ,101
856,2021/03/20,74872.0,13100,1,E-COMMERCE          ,101
857,2020/12/26,62904.0,17680,1,Loja                ,101
858,2021/03/20,73615.0,5965,2,E-COMMERCE          ,101
859,2020/12/26,10010.0,3974,1,Loja                ,101
859,2020/12/26,10010.0,22767,1,Loja                ,101
859,2020/12/26,10010.0,27535,1,Loja                ,101
860,2021/03/20,74880.0,17503,1,E-COMMERCE          ,101
861,2020/12/26,64479.0,27292,1,Loja                ,101
862,2021/03/20,9390.0,8568,1,E-COMMERCE          ,101
863,2020/12/26,32277.0,21266,1,Loja                ,101
863,2020/12/26,32277.0,4911,1,Loja                ,101
864,2021/03/20,59326.0,13077,1,E-COMMERCE          ,101
865,2020/12/28,64020.0,4116,1,Loja                ,101
866,2021/03/20,75367.0,9615,5,E-COMMERCE          ,101
866,2021/03/20,75367.0,28397,1,E-COMMERCE          ,101
866,2021/03/20,75367.0,21592,5,E-COMMERCE          ,101
867,2020/12/28,64033.0,15375,1,Loja                ,101
868,2021/03/20,15069.0,580,3,E-COMMERCE          ,101
869,2020/12/28,48429.0,5946,1,Loja                ,101
869,2020/12/28,48429.0,34360,1,Loja                ,101
870,2021/03/20,75355.0,11782,1,E-COMMERCE          ,101
871,2020/12/28,63521.0,341,1,Loja                ,101
871,2020/12/28,63521.0,21618,1,Loja                ,101
872,2021/03/20,32123.0,3969,1,E-COMMERCE          ,101
873,2020/12/28,63523.0,13219,1,Loja                ,101
873,2020/12/28,63523.0,21713,1,Loja                ,101
873,2020/12/28,63523.0,23420,1,Loja                ,101
873,2020/12/28,63523.0,3341,1,Loja                ,101
874,2021/03/20,76360.0,13070,1,E-COMMERCE          ,101
874,2021/03/20,76360.0,12723,1,E-COMMERCE          ,101
874,2021/03/20,76360.0,34479,1,E-COMMERCE          ,101
875,2020/12/28,63549.0,3477,1,Loja                ,101
875,2020/12/28,63549.0,22767,1,Loja                ,101
875,2020/12/28,63549.0,16244,1,Loja                ,101
875,2020/12/28,63549.0,13009,1,Loja                ,101
876,2021/03/20,76372.0,23120,1,E-COMMERCE          ,101
877,2020/12/28,12037.0,6245,1,Loja                ,101
877,2020/12/28,12037.0,15132,1,Loja                ,101
877,2020/12/28,12037.0,965,1,Loja                ,101
878,2021/03/20,76377.0,4804,1,E-COMMERCE          ,101
879,2020/12/28,2679.0,42,1,Loja                ,101
880,2021/03/20,76375.0,32209,1,E-COMMERCE          ,101
881,2020/12/29,64575.0,3471,1,Loja                ,101
881,2020/12/29,64575.0,19754,1,Loja                ,101
882,2021/03/20,46619.0,4811,1,E-COMMERCE          ,101
883,2020/12/29,40188.0,34,1,Loja                ,101
884,2021/03/20,34169.0,5572,1,E-COMMERCE          ,101
885,2020/12/29,29236.0,21974,2,Loja                ,101
885,2020/12/29,29236.0,13016,1,Loja                ,101
885,2020/12/29,29236.0,14459,1,Loja                ,101
885,2020/12/29,29236.0,15555,1,Loja                ,101
886,2021/03/20,75849.0,9762,1,E-COMMERCE          ,101
887,2020/12/29,64613.0,56,1,Loja                ,101
888,2021/03/20,244.0,36129,1,E-COMMERCE          ,101
888,2021/03/20,244.0,18211,2,E-COMMERCE          ,101
888,2021/03/20,244.0,14442,2,E-COMMERCE          ,101
888,2021/03/20,244.0,10056,2,E-COMMERCE          ,101
889,2020/12/29,64079.0,13018,1,Loja                ,101
889,2020/12/29,64079.0,15154,1,Loja                ,101
890,2021/03/20,73401.0,3380,1,E-COMMERCE          ,101
890,2021/03/20,73401.0,8723,1,E-COMMERCE          ,101
890,2021/03/20,73401.0,23234,2,E-COMMERCE          ,101
891,2020/12/29,60031.0,13084,1,Loja                ,101
891,2020/12/29,60031.0,3366,1,Loja                ,101
891,2020/12/29,60031.0,3406,10,Loja                ,101
892,2021/03/20,75856.0,17713,1,E-COMMERCE          ,101
892,2021/03/20,75856.0,34403,1,E-COMMERCE          ,101
893,2021/03/20,35351.0,3433,1,E-COMMERCE          ,101
894,2021/03/21,75901.0,28395,1,E-COMMERCE          ,101
895,2021/03/21,75370.0,3471,1,E-COMMERCE          ,101
895,2021/03/21,75370.0,3472,1,E-COMMERCE          ,101
896,2020/12/29,39578.0,12999,1,Loja                ,101
897,2021/03/21,8665.0,17151,1,E-COMMERCE          ,101
897,2021/03/21,8665.0,3475,1,E-COMMERCE          ,101
897,2021/03/21,8665.0,17421,1,E-COMMERCE          ,101
897,2021/03/21,8665.0,23126,2,E-COMMERCE          ,101
898,2020/12/30,40956.0,13014,2,Loja                ,101
898,2020/12/30,40956.0,3885,3,Loja                ,101
899,2021/03/21,54022.0,13036,1,E-COMMERCE          ,101
899,2021/03/21,54022.0,17151,2,E-COMMERCE          ,101
899,2021/03/21,54022.0,3935,4,E-COMMERCE          ,101
899,2021/03/21,54022.0,3936,4,E-COMMERCE          ,101
899,2021/03/21,54022.0,36638,4,E-COMMERCE          ,101
899,2021/03/21,54022.0,36642,4,E-COMMERCE          ,101
899,2021/03/21,54022.0,32605,4,E-COMMERCE          ,101
899,2021/03/21,54022.0,7332,4,E-COMMERCE          ,101
899,2021/03/21,54022.0,7961,4,E-COMMERCE          ,101
899,2021/03/21,54022.0,21664,4,E-COMMERCE          ,101
900,2020/12/30,40956.0,13014,2,Loja                ,101
900,2020/12/30,40956.0,3885,3,Loja                ,101
